 	oocyte	sperm	placenta	trophoblast stem cell	episc	esc	HSC	Common Lymphoid Progenitor (CLP)	Common Myeloid Progenitor (CMP)	Granulocyte-Monocyte Progenitor (GMP)	Megakaryocyte-Erythroid Progenitor (MEP)	pre B Cell	B Cell	monocytes - classical	dendritic cell - plasmacytoid	macrophage	thymocyte DN	thymocyte - DP	T Cell	natural killer cells	neutrophils	microglia	erythroblast	spleen	Langerhans cell	lymph node stromal cell	medullary thymic epithelial	terminal bronchiolar epithelial cells	endothelial cell - gonad	endothelial cell - blood vessel	endothelial cell - lymphatic vessel	msc	osteoblast	keratinocyte	mef	fibroblast - cardiac	fibroblast - skin	fibroblast - thymus	myoblast	skeletal muscle	cardiomyocyte	mammary gland - lactating	adipose - white	adipose - brown	bladder	kidney	liver	lung	prostate	pituitary	thyroid	pancreas - islets	pancreas - whole	intestine - large	intestine - paneth cell	intestine - small	nsc	npc	neuron - glutamatergic	olfactory epithelium	retinal pigment epithelium	cornea	lens
AI607873	-0.0002044	-0.001176351	-0.001253386	0.000623684	-0.000247603	0.000128736	0.000348129	-0.000876306	-0.001337237	-0.002286117	0.000598524	-0.001121368	-0.003349704	0.003465284	0.004723396	0.001007269	0.000195498	0.001081025	-0.001343481	-0.002517478	0.000548692	0.001570439	-0.000895015	0.003241828	0.001042591	-0.00040434	-0.001416839	0.003998756	-0.001983761	0.003248126	-0.00324339	-0.001137215	0.002400668	-0.00218594	-0.000487949	0.000309632	-0.000435366	0.001562805	-0.000539651	0.001895393	0.002442103	0.00086829	-0.000198108	0.000333537	-2.94E-05	-0.00123774	-0.001123743	-0.00471986	0.003181395	-0.001122407	0.001753072	-3.10E-05	-0.000758883	3.76E-05	-0.000671541	-0.000377249	-1.73E-05	0.000200914	0.000429006	-0.000356244	-0.001897523	-0.001767502	0.000682686
AI987944	0.001370263	-0.000716234	7.26E-07	0.000254973	-0.000549502	-0.0004481	-0.000842526	0.000125386	-0.000165897	-0.000416715	-8.52E-05	-0.00023035	-0.002376974	0.000314264	0.006420485	-0.00112391	-0.000622563	6.42E-05	-0.000504382	-0.000433446	-0.000870223	-0.001040344	0.000115716	0.000247342	-0.000439682	-0.000548726	0.003293535	-0.001278218	7.36E-05	0.000496405	-0.000281509	0.000337253	-2.70E-05	-0.000364454	0.000295754	-4.28E-05	-0.00021181	-0.000122123	0.000308992	-0.000389549	-1.64E-06	0.00014468	-0.000596445	0.00062328	-0.000471776	8.24E-05	-0.000317866	0.000258273	0.000267229	-8.88E-05	-0.000285298	-0.00064738	-0.000273628	-9.82E-05	-0.000236492	-8.51E-05	-0.001040738	-0.000136341	-0.000321622	-0.000823069	0.00427174	-0.000799091	-0.000124055
Abra	-0.000484115	-4.71E-05	-4.70E-05	-0.00034544	0.000611245	-0.000346809	0.000154027	-0.000146024	2.77E-05	-0.000223241	-0.000247923	-3.33E-05	-0.000371144	0.000118488	0.000319998	0.000242485	0.000621762	0.000109835	-6.68E-07	7.09E-05	-0.000408284	-0.000178322	-0.00031355	-0.000276161	0.000588329	-0.000857506	1.14E-05	0.000297547	-0.000201033	-0.000123171	-0.000156169	-0.000287992	-0.00014704	0.000285776	0.00080845	-0.000459163	-0.000662483	0.000111495	-0.000438427	0.003303636	0.004455611	7.66E-05	-0.000468439	-0.001709358	-0.000930452	-0.000893303	-0.000548024	-0.001085141	0.000576874	-0.000501041	-9.76E-05	-0.000100088	-7.86E-05	0.000235859	-0.000389059	0.00016061	0.000111642	0.000148889	-0.000282049	-0.000275694	-0.000662477	-0.000196053	-0.000390803
Abt1	0.000369363	-0.002052443	4.20E-05	0.000173616	-5.20E-05	0.000301967	-7.42E-05	-0.000276687	-0.000134356	0.000485682	-0.000153525	-0.000316269	0.000388228	-0.000357949	7.71E-05	1.41E-05	-0.000126496	0.000328142	-0.000262851	0.000518548	0.000789461	0.000383764	-5.13E-05	-0.00021752	0.000552297	0.001885122	-0.002408437	-0.000246854	-7.04E-05	0.000610783	0.000846641	-0.000317208	0.000104697	0.000292936	-0.000137923	0.000756576	0.001968743	-0.006424821	-0.00025531	-0.000107219	-0.000205456	0.001526317	0.000436261	0.001021361	0.001002931	0.000265986	0.000234416	0.001089641	0.000682951	0.001020526	-0.00474543	0.000169749	-0.000141216	0.000278607	0.000323776	3.75E-05	0.000341751	0.000370907	-0.000279994	0.000584708	-0.000118414	0.000188633	0.000360756
Actl6a	0.000362366	0.00043498	0.00017257	-3.00E-05	3.61E-05	6.20E-05	0.000104413	-0.000119981	-9.42E-05	0.000142324	-2.75E-05	3.92E-05	9.50E-05	0.000767069	0.000121155	-0.000131007	-0.000455856	0.000519071	2.12E-05	0.000175034	-0.002581446	0.000679524	5.27E-05	0.000225296	0.000255279	5.33E-05	0.000350268	-2.49E-05	2.54E-05	-8.71E-05	-0.000192122	-5.79E-05	-4.28E-05	6.24E-06	-0.000192917	0.000499353	-2.52E-05	8.22E-06	-4.37E-05	1.64E-05	3.32E-05	-0.000108242	-5.90E-05	9.17E-05	5.74E-05	-0.000155694	-7.93E-05	9.08E-05	-6.28E-05	5.79E-05	-2.83E-05	-5.43E-05	0.0001531	0.000158592	-1.58E-05	6.30E-05	-0.000107983	0.000297991	0.000172128	-0.000151026	0.000101632	-5.80E-05	-0.000271235
Actn2	-0.00043819	-8.67E-05	-0.000470978	-6.24E-05	-0.000173511	-0.000488252	-0.000629221	-0.000396786	9.22E-05	0.00020953	-0.000775064	-0.000631921	-0.000210875	-0.000398789	0.000463201	0.001196561	0.000421423	-9.28E-05	0.000205275	-1.00E-05	-0.000446407	-0.000474636	4.01E-05	-0.000297393	0.000568881	-0.000266274	0.000236795	-0.000624158	-0.000217278	-0.001405475	-0.000155701	-0.001048078	-6.50E-05	0.0002911	-0.001972888	-0.000120354	-0.000770881	-0.000897749	0.003580138	0.001518366	0.002446602	-0.00163546	-0.003002339	0.005920878	-0.00118826	-0.001055591	-0.001879066	0.004817156	0.000499108	-0.00049196	-0.001661148	-0.000407644	-0.000355808	0.00068226	-0.000664047	0.000235877	-0.000394608	-0.001514666	-0.000969858	-0.000710838	-0.000181019	0.000367492	0.003644921
Adnp	-0.001619504	0.000172217	4.62E-05	0.000144084	0.000143483	0.000357701	-0.000101751	6.00E-05	-0.000219194	0.000229352	0.000158388	0.000228947	0.000237687	1.17E-05	9.64E-06	-9.52E-05	6.51E-05	-6.08E-05	-0.000143508	-1.77E-05	0.000355673	-0.00015525	-6.38E-05	6.92E-05	-8.06E-05	0.000163174	0.000220923	0.000223449	0.000102874	-0.000130545	-4.50E-05	-9.73E-05	-4.23E-05	0.000110328	-0.000158575	0.000157118	-4.84E-05	-4.33E-05	4.23E-05	0.000149842	-3.12E-05	-4.77E-05	-0.000141202	-8.54E-05	0.000165683	5.02E-05	2.50E-05	-8.95E-05	1.05E-05	-0.000115983	-1.15E-05	9.99E-05	4.19E-05	1.62E-05	2.34E-05	2.52E-05	0.000327838	0.000220626	0.000277588	-1.39E-05	7.72E-05	0.000152632	-8.39E-05
Aebp1	-0.000956064	0.001149418	0.000712669	0.001229082	0.001716233	0.000380158	-0.001177912	-0.000193339	0.000313893	-0.000796594	-0.000671206	0.000138985	0.001491765	-7.32E-05	-0.000218737	-0.000420091	0.000400343	-0.000291404	4.18E-05	-0.000288326	-0.000348205	-0.001024805	0.002382167	-0.001779956	-0.002217205	-0.000485681	-0.001198652	0.002481096	0.001038808	0.000672612	0.000894474	0.000718352	0.000808866	0.001751104	7.83E-05	0.000547235	0.000654345	-0.000288506	-0.00281784	0.000500834	0.000417246	0.000196958	-0.000396963	0.000395852	-0.000304836	0.001461006	-0.002873633	0.000460197	0.002395385	-0.002642616	0.000916347	-0.001455775	0.00226357	-0.001704921	-0.001154907	-0.001114088	-0.001162166	-0.003116227	-0.00017997	0.00306267	-0.002341361	-0.001580439	0.002272062
Aebp2	0.000605329	0.000311036	5.26E-05	-0.000244477	0.000253394	0.000239184	0.00029921	-0.000289195	-0.000337984	0.000250219	8.77E-05	-2.53E-05	0.000543845	-2.10E-05	0.000149718	-0.000399611	-0.000123285	5.41E-05	-1.99E-05	-9.91E-05	0.000623082	0.000250871	-8.10E-05	5.87E-05	-0.000175687	0.00024319	-0.000185939	0.00104489	0.000146669	-0.000371452	4.45E-05	0.00019097	8.93E-06	0.000158225	-0.000272623	0.000179566	0.000130092	-0.000124954	-4.32E-05	0.000313163	0.000511996	-0.000182237	-0.000115762	-0.000208847	0.000275779	-5.66E-05	5.90E-05	-0.000401796	5.55E-05	0.000176127	0.000378583	0.000123155	-2.67E-05	0.000242789	-0.000118452	4.53E-05	0.000757551	0.000209356	0.000613804	0.000365053	-0.0042542	0.00041067	1.80E-06
Aes	-0.001729174	0.000129408	7.99E-05	8.16E-05	0.000102871	0.000397911	-7.26E-05	-3.10E-05	0.000212947	9.95E-05	0.000112345	3.62E-05	0.000301696	-2.42E-05	-0.000230883	0.000100832	-4.45E-06	-6.37E-05	-0.000181285	-0.000125042	0.000588237	-9.69E-05	-0.000346938	0.000271577	0.000160368	0.000103365	0.000434325	0.001115844	0.000819844	-0.000212464	0.000152118	-0.000147443	0.000105005	0.00025872	0.000113599	-0.003272633	0.000112497	0.000377265	3.01E-05	0.000170589	0.00014044	-0.00011236	0.000278696	5.49E-05	0.000158627	4.03E-05	-1.26E-06	-0.000372039	0.000150966	-0.000438795	-0.000112849	0.000297519	3.06E-06	-0.000102473	-6.20E-05	-1.91E-05	0.000892336	2.05E-05	0.000195089	-1.13E-05	-1.00E-05	4.48E-05	-0.000268229
Aff1	0.000564134	0.000246503	-0.003305479	-0.002908947	0.00075243	0.001177367	2.28E-05	0.000153556	-0.000334853	0.000583574	0.000134228	-1.52E-05	0.000340051	-6.95E-05	-0.000524468	-0.000156649	-5.88E-05	-0.000262519	-0.000133543	0.000256078	0.000481688	-0.000252923	0.000607639	-0.000227565	0.000641519	7.06E-05	0.000117969	-0.000670284	0.000178153	0.000547457	0.000528841	0.000676769	9.90E-05	0.00050199	0.000361468	-4.47E-05	-0.000159251	-0.000250205	0.000578301	-0.000287214	0.000322973	-0.000421079	-0.00011325	9.37E-05	0.000549152	7.45E-05	3.63E-05	0.000467932	0.00040839	0.000549767	3.69E-05	0.000581172	-1.84E-05	-6.86E-05	7.60E-05	0.000446064	0.00112128	-0.002233773	-0.002600021	0.000474443	-2.12E-05	7.75E-05	0.001181839
Aff2	-0.000623912	0.002721037	-0.000370584	0.000661134	-0.000435686	-0.000111063	-0.000182077	0.000335064	0.000106429	-1.05E-05	-0.000389023	0.000347873	0.00044268	-9.10E-05	-0.000494599	0.000567708	-0.000394872	-0.000675958	3.30E-07	-0.00027462	-9.94E-05	2.48E-05	-0.000421017	0.000686367	-0.001278056	-0.001577047	-0.000666281	-0.00040646	0.000293785	-0.000160552	0.000480887	-0.000400262	-0.000227576	-0.000248727	0.000143069	-0.001057402	0.00576386	-0.001805289	-0.000514671	-0.000644846	-0.000529318	-0.001089571	-0.000464589	-0.000448918	0.005150804	-0.000452633	0.00074438	3.04E-05	-0.001909099	-0.002364797	-0.000998253	0.004178213	-0.000975892	-0.000287487	0.000516992	-9.47E-05	0.003444644	-0.001483529	0.001700757	-0.000583839	-0.001312325	-0.001469453	-0.000803655
Aff3	0.001370961	-0.000357602	-0.001376013	-0.000534521	-0.0007856	-0.001293768	0.00036193	0.000415058	0.000814853	0.003311938	0.000934496	0.000437477	-0.000499598	-0.003612277	0.001467842	-0.00474922	0.000384042	0.000909589	0.000949345	0.002510285	-0.001102781	-0.001401886	-0.001291842	0.00176917	0.004277204	-0.003546212	-0.001098549	-0.001390748	-0.000222266	-0.002892774	0.004115331	-0.00365584	-0.000858664	-0.001824336	0.005563577	-0.000609037	0.003146376	0.004695008	-0.001667185	-9.35E-05	-0.001123411	0.000297169	-0.000445585	-0.000902802	-0.000352709	-0.000546146	-0.000263916	0.003427559	-0.001257989	-0.001777982	-0.0019019	-0.00104703	-0.000447742	-0.000904945	0.000865264	-0.000826437	-0.002906563	0.002403353	0.002038671	0.002519593	0.003603418	-0.000904543	-0.002619942
Ahr	0.0009013	0.001249921	0.000164451	-0.003823505	0.001078272	0.001661227	-0.001557976	-0.00203677	-0.001403945	-0.002154801	-0.002507815	-0.004493847	0.003125619	0.002609436	0.002388107	-0.000618214	0.004817286	-0.003677378	0.00082743	0.002255159	0.001329795	-0.003645488	0.0024416	0.000670792	0.00076325	-0.000121518	-0.003113567	-0.000143494	0.000801807	-5.03E-05	0.000403712	0.001196977	0.000661664	-0.000215595	0.00015705	0.000854927	-0.000739303	5.24E-05	0.001636603	0.000426127	0.000511463	0.000374143	-0.001499787	-0.000757116	-0.001014223	0.000589455	8.85E-05	7.41E-05	-0.000193531	0.000479649	0.000643064	0.000283862	0.000572993	0.000290908	-8.62E-05	-0.000400505	-0.00331907	0.001606853	0.001869862	0.000307501	0.000242989	0.001699652	-0.003000653
Aim2	-0.00066947	-0.000187817	-0.000196133	-0.00129503	-0.002624392	0.003819611	0.000566484	0.000571913	0.001223259	0.001914628	-0.004112507	-0.000139185	0.001015084	0.000751839	0.000708437	0.000598338	0.001466481	-0.002569141	0.003484188	-0.004003823	0.000669172	0.001778324	-0.001669549	0.000993848	0.002081989	-0.000213647	-0.001448152	-0.000881168	0.00312587	-0.002174455	-0.000902456	-0.001303016	0.003494664	-0.001675631	-0.001408074	0.001804255	-0.000409327	0.000217196	-0.000606768	0.000242729	-0.000331702	-0.00033498	-0.002098716	0.00101625	0.000313432	-0.000278636	-0.000406451	-0.000165535	-0.001205405	9.36E-05	-0.000752551	3.22E-05	0.000387684	0.004352434	0.003176864	-0.004264371	-0.000322477	0.000208953	-0.000291727	0.000609882	-0.000537141	-0.001232591	-0.000403348
Aire	0.001662294	0.001440175	0.000190748	-0.001417148	-0.001801491	0.003858859	0.000253025	-9.50E-05	-0.000608644	-0.000102055	0.000845315	-0.000394341	-0.000369588	-0.001736072	-0.000153263	-0.000227148	-0.000742471	0.002213877	-0.003036812	0.00322005	0.000655641	0.002423892	-0.001261438	-0.000208624	-0.00191137	-0.00060189	0.001279572	-0.001878738	0.003148121	-0.001030968	-0.000225317	0.000248014	-0.000178533	-0.000138694	-0.000561413	0.002164096	0.000329265	-0.000292198	-0.000297002	-0.000541586	0.000149853	0.000801369	-0.000586876	-7.22E-05	0.000234562	-0.00073624	0.000363052	0.000544271	0.000114583	-3.67E-05	-0.000137519	-0.000437246	-0.001073321	0.000353517	-1.61E-05	0.000196294	-0.001478447	-0.000431427	0.000247256	-0.000244238	-0.000421098	-0.000123968	-0.000209667
Alx1	-0.000400008	-0.00033675	-0.00029648	-1.66E-05	-6.64E-05	-0.000251043	-7.05E-05	-0.000153901	0.00025027	-7.19E-05	-0.000320237	-8.45E-06	2.05E-05	-0.000357743	-0.000177821	0.000121161	0.000430987	-1.60E-05	0.000214517	0.000241509	-0.000255696	-0.000300487	-2.27E-05	-0.000566864	-5.67E-05	-0.000476214	-0.000484862	7.41E-05	0.000165591	0.000249137	-6.07E-05	-0.001278253	0.004682541	-0.000126216	-0.001056317	-0.000416776	-0.000499809	0.000115497	-0.00024714	-0.000264353	-0.000249165	-0.000370249	0.000207876	-0.000128809	0.000243829	-0.000180872	-8.86E-05	7.25E-05	0.000224344	-0.000814362	-0.000408532	-0.000221272	-0.000282324	-0.000211731	0.000245227	-0.000447289	-0.000200952	-0.000217298	-0.000623655	0.004098379	-0.000302083	-0.000517268	0.000120906
Alx3	-0.000315013	-0.000183662	-1.52E-05	0.000525566	-5.37E-05	-0.000170541	-6.16E-05	2.40E-05	0.000216432	-8.67E-05	6.98E-05	-8.22E-05	9.12E-05	-0.000325521	-0.000250528	0.000519031	5.15E-05	0.000110256	-8.83E-05	-0.000310674	-0.000331584	-4.19E-05	-0.00020171	0.000473811	-0.000766912	-0.001481701	-0.000102825	6.80E-05	0.000563959	-0.000426273	0.000368313	-0.000203768	-0.000512137	0.00011272	-0.000406826	-0.0004277	0.005835751	-0.001779805	-0.000172551	-0.000529269	-0.000131181	-0.000178248	5.70E-05	-4.11E-05	-0.000191322	0.000201687	0.000432062	2.66E-05	-0.000301221	-0.000101743	-0.000234876	5.97E-05	-0.000301982	-4.20E-06	2.00E-05	4.26E-05	-0.000291503	-0.000639404	-0.000199449	0.000105144	3.46E-05	-0.000271023	0.000249137
Alx4	-0.00038636	-0.000333583	-0.000151397	-0.000149714	-8.49E-05	-3.97E-05	-0.000145489	-0.000146426	-8.21E-06	-0.000256236	0.000170842	6.81E-05	-9.35E-05	-0.000257309	3.35E-05	-0.000138497	0.000261511	9.75E-05	-1.36E-05	0.00022292	-0.000379186	-0.000289128	-0.000247189	-0.000205365	-2.96E-06	-0.000644323	-0.000251826	4.07E-05	-9.21E-06	5.95E-05	4.07E-05	-0.000987209	0.00467092	-0.000109862	-0.000855353	-0.000414142	-0.000577418	0.000183546	-9.98E-05	9.76E-05	-0.000307859	-9.80E-05	-0.000194613	0.000105359	0.000156838	0.000204993	-7.53E-05	0.000183281	3.44E-05	-7.77E-05	-0.000100541	1.96E-05	-0.000144768	0.000174103	-0.000160427	-8.72E-05	-9.09E-05	-0.000149182	-0.000201791	3.92E-05	9.05E-05	-0.000140738	6.37E-05
Ankrd1	-0.000257723	9.48E-05	-0.000724265	-0.001189548	0.000299618	-0.000643433	-0.000397011	0.000132935	-0.000277612	-0.000626168	0.000151386	-0.000625958	0.000359164	-0.00052313	0.000537748	0.000654022	0.000789878	-2.39E-05	-0.000218283	0.000175163	-0.000170876	-0.000713194	-2.10E-06	-0.001242669	0.000839832	0.005094864	-8.26E-05	-0.00084307	-0.000639381	-0.001543203	-0.001376617	0.001405547	0.00216464	-0.000464685	0.00273102	-0.00047399	-0.00336869	-0.00220214	0.002150682	0.002558733	0.003236993	-0.001134032	-0.001527672	-0.001798102	-0.000932921	-0.001155184	-0.001032534	0.004273453	0.000472488	-0.000553811	-0.000156731	0.000112877	-0.000703487	0.000199099	-0.000155498	-6.75E-05	0.000137502	-0.000365662	-0.000456064	-0.000846131	-0.000343847	0.000611142	-0.001197052
Apbb3	-0.000721916	0.000869837	0.001024397	0.001073405	-0.00273663	0.001726025	-0.000236991	0.000368085	0.001125893	-0.000383323	-0.000334227	-0.000367703	-0.000830223	0.001779629	0.000676024	0.000302859	-0.000482622	0.002386822	0.002294721	-0.00571532	6.23E-05	0.000727812	-0.003319473	0.000984929	0.001407951	-0.00282107	-0.002087104	-0.001818451	-0.001654774	0.002280359	-0.006169492	0.002294486	-0.002261409	0.00336797	-0.004956205	0.002706526	-0.00281439	0.00474445	0.001699975	0.000439553	0.000754955	-0.003486554	0.003045577	0.000904141	-0.003598294	0.000104651	0.001247272	0.001421767	-0.00317953	0.00076745	0.003021476	0.000750977	0.001923241	0.003286103	-0.003812789	0.000527236	-0.002058179	0.002016871	0.000314852	-0.000129286	0.002296172	-0.001409863	0.001463577
Ar	-0.000262337	0.000659289	-0.000877701	0.000592415	0.000161851	-0.0003089	-0.000613729	0.000764309	0.000428707	-0.000421364	0.000618746	0.000971392	-0.000150697	0.000131331	-0.0002944	-0.000319381	-0.000753863	-8.66E-06	0.000545751	-0.000749778	-0.000490922	-0.00075974	4.43E-05	4.81E-06	-0.001773977	0.000471243	0.002084613	-0.001074434	-3.68E-05	0.003539931	-0.002835586	-0.000575496	-0.000960873	-0.001420123	0.000110397	-0.001092798	0.000951956	0.001478849	-0.000531896	0.002215527	-0.004014351	0.001286511	0.002301208	0.001083526	0.000912258	0.003156625	-0.001028855	-0.002581279	0.001901231	0.003078977	0.001171764	-0.001519035	-0.001801155	-0.001872924	-0.000587483	0.000344659	9.27E-05	-0.000888793	-0.000368111	-0.001460867	-6.34E-05	0.000133095	0.000123957
Arid3a	-0.001003527	0.001495535	0.001373689	-0.00015782	0.000426688	0.000473682	0.001842986	0.001017865	0.00069128	-0.000499459	0.000464316	0.000344469	0.00053113	-8.61E-05	0.000773	0.002022789	-0.006702392	0.00111119	0.001665064	-0.000122967	-0.000303911	0.00067083	-0.000239852	0.000314889	0.002062692	-0.000359783	-0.002194055	4.43E-05	0.002612383	-0.002370129	-0.001263894	0.001156305	0.001017077	-0.001746287	0.002689317	-0.001301958	-0.001243324	-0.00033069	-0.003014553	8.07E-05	-0.000443124	0.000319596	-0.000804803	-0.000282069	0.000485009	-0.000815752	-0.002826026	-0.001965705	-0.000329287	-0.002200432	0.00037041	0.00301202	0.002010131	-0.002037032	-0.001288965	0.003767107	-0.000851193	0.001870905	-0.001786045	0.002882868	-0.00136671	-0.00139437	0.001256835
Arid3b	0.001343056	-0.000915157	0.004207997	-0.002802632	0.001951073	0.001830742	-0.000506412	-0.003396913	-0.001081119	0.000585388	-0.001395005	0.001598517	0.001344711	-0.002411395	0.003124636	-0.003435798	-0.002857528	0.001771942	0.002057993	0.000860015	0.000945287	0.002086163	0.002812632	0.002800094	-0.001266239	-0.000433113	-0.000805635	4.78E-05	-0.001155718	-0.000496609	-0.000491173	0.000491599	-0.000328788	-0.000469173	-0.001053091	0.000301062	7.36E-05	0.000233593	-0.000298157	-0.000326282	-0.000399276	3.29E-05	-0.00020039	0.000814386	-2.11E-05	0.000279645	-0.000806566	-0.001132195	0.000846032	-3.80E-05	-0.000493998	-0.000786208	-0.001088913	0.000611369	-0.000422495	-0.001052654	-0.000424104	-0.001062694	-0.000459352	-0.000332382	-0.001432042	-5.30E-05	0.003143169
Arid4a	0.000395081	-0.002082917	8.22E-06	0.0012977	-0.003605738	0.001195075	-5.12E-05	0.000810601	0.001198659	-0.00378281	0.000606462	-3.16E-05	-0.000229961	0.002700735	0.000105994	-0.000485719	-0.0001582	0.000454382	-0.000228031	-0.000353052	0.000495601	0.000669151	0.000212152	-0.000477842	0.000659834	0.001118995	0.000443179	0.000358082	0.00019191	0.000162801	4.79E-05	-0.00380468	-0.003448005	0.000212066	0.002466905	0.000150683	0.000666126	-0.000483383	0.000890453	-5.65E-05	-0.000225125	0.000288669	-8.04E-06	0.000377406	-0.000194287	0.000470905	-5.17E-06	-0.000612151	9.56E-06	0.000209417	0.000250471	7.25E-05	0.001082275	2.46E-05	-0.000196624	-9.65E-05	1.13E-05	0.000925517	0.000240885	5.22E-05	0.000476077	-0.000426764	0.000243309
Arid4b	0.000456859	0.000748067	0.000174687	0.000149621	0.00034226	-0.000339004	-0.000176464	0.000154942	0.000671495	-0.002101155	0.000563408	0.000171434	-0.00028871	-0.002236212	-9.87E-05	-0.000370082	0.000256007	0.000411588	-0.000131219	0.000614025	0.001008648	0.000464262	0.000303525	7.87E-05	0.000614911	-0.005489972	0.000407265	0.000139229	-0.000144679	0.001345378	0.000580272	0.000328915	0.000781795	-0.000179717	-0.000394781	4.12E-05	0.001583089	0.001249613	1.82E-05	0.000856196	-0.000206761	0.000561062	3.68E-05	-0.000378206	0.000122442	-0.000232201	0.000392266	-0.000107884	-0.000256163	-0.000265385	-0.000370457	-0.000315925	0.000601941	-6.89E-05	-0.000271193	7.81E-05	-0.000273816	0.000199073	0.000238247	-0.000279536	-3.06E-06	-0.000220521	-0.000209422
Arid5a	0.00176929	0.00166387	-0.002307901	0.000292354	-0.001288628	-0.000986964	-6.91E-05	0.000873438	0.00285769	0.000344349	-0.002810801	-0.000322222	0.000998752	0.000514529	-0.000799969	-0.00076608	0.000340708	-0.000132597	0.001456512	-0.000928035	0.000202641	0.000208384	-0.001628531	0.000461633	0.000118934	-0.001468874	0.00071293	0.001382885	0.001414073	0.000213433	0.001108622	0.002470446	0.001345466	0.001763206	-0.004951009	0.000129185	0.000883746	0.002133412	0.002920348	0.001587595	0.001825705	0.000917161	0.001678405	-0.006106849	0.001340078	-0.001965104	-0.002306652	0.001500444	-0.003760827	-0.001759452	0.001094647	-0.001322455	0.002699361	-0.002666444	0.004574683	-0.001351758	-0.001103852	-0.000561714	-0.000101872	-0.000328181	0.002536467	-0.00278755	-0.002051311
Arid5b	0.000460654	0.000749847	-0.000226592	0.000328756	-0.000202521	0.00013473	-0.000342317	-8.58E-05	0.001992167	0.001224779	-0.005385982	0.000668992	0.000799063	0.000285802	-3.22E-05	-0.000633967	0.002029351	-0.00520869	0.001177656	0.001360117	0.000847962	0.000145274	0.001041035	-0.000155284	-0.000210242	-0.000225163	3.74E-05	-0.000161881	-0.000265784	-5.28E-05	9.61E-05	-3.92E-06	-0.000333959	0.000215809	-8.25E-05	0.000217884	-0.000180431	4.65E-05	0.000524873	0.000356205	-0.00022052	8.34E-05	-0.000707439	0.000312104	-3.28E-05	-1.09E-05	-0.000455986	-0.000100778	-0.000138976	-0.00011077	-0.00032712	0.000256575	0.000566487	-0.000192159	0.000189903	0.00027669	0.000827629	7.87E-05	0.000178204	0.000577034	-2.33E-05	0.000156256	-0.000176968
Arnt2	-0.000892716	0.001139847	0.003520376	-0.003555035	0.001711214	0.001633094	-0.001043054	-0.000600134	-0.00017102	-4.67E-05	-0.000720315	-0.000273873	0.000333052	-0.000939629	0.000490854	0.00064763	3.90E-05	-0.001132336	0.000514792	0.000169632	0.00264948	-0.001906455	-0.001088889	-5.82E-05	-0.00080174	0.000127724	0.001845403	-0.00061048	-0.0023468	-0.00016088	-0.001718917	0.000940035	0.002377507	-0.001345254	0.002121313	0.002404311	-0.001766447	-0.001293783	0.001207139	-0.000416168	-0.001084436	-0.000103549	-0.00048273	-0.000998628	6.30E-05	0.004108712	-0.000422841	-0.001457104	-0.001393518	0.00094404	-0.000199099	0.002063305	-0.001518357	-0.000281121	-0.00030944	-0.001335057	0.00173156	0.000605638	8.12E-05	0.001099518	-0.001952094	-0.000635487	0.00139681
Arntl	0.000340616	-0.001833968	0.000537721	0.000955716	-0.002027645	0.001205675	0.004091433	-0.006765039	-0.005356115	0.002022899	0.002502517	0.001176488	-0.000421195	0.000480171	0.000204694	-0.00125548	0.00189144	0.000534441	-0.001318536	0.000683174	-0.002404011	0.001668653	-0.003738304	0.002844924	5.20E-06	-0.000232195	0.000222254	0.001439534	-0.003079717	0.000981969	-0.001187905	-0.000637449	0.00070723	0.001325972	0.00085779	0.001270029	0.000888432	0.00120855	0.001014023	0.002032459	-0.004873105	-0.002114578	0.005877012	-0.004490974	-0.001700976	0.000923618	0.001888222	0.001618764	-0.00329888	0.000422655	-0.002253788	0.000429708	0.000414176	0.001020045	0.001974236	-0.00103168	0.000941393	-0.000981758	2.23E-05	-0.000269723	0.000706233	0.00025498	0.002052362
Arntl2	0.001571058	-0.000425133	-0.00022226	-6.03E-05	-0.000232025	-0.000274299	-0.000219925	0.000272198	0.000891856	-0.000680731	-0.000410824	4.28E-05	0.000191305	0.000334301	-0.000415338	0.000135629	1.32E-05	-0.000365245	-4.84E-05	-0.000109257	-0.000411187	-6.08E-05	-0.000277906	-6.27E-05	-0.000370175	-0.000376192	-0.000273308	0.000249451	-6.68E-06	-0.000185421	-7.34E-05	-0.000149579	-0.000108456	0.004100462	-0.000676315	-0.000266625	-3.70E-05	0.000142578	-9.72E-05	-0.000176705	0.000369029	-0.00076272	9.36E-05	-8.87E-05	-0.000874937	-3.66E-05	-0.000523635	0.000214639	-0.000541617	-5.34E-05	0.000169608	-0.000429546	0.003950975	-1.64E-05	-0.001210518	-0.000100739	-5.38E-05	-0.000490478	-0.000295168	-0.000140023	-0.000104913	-0.000884573	-8.42E-05
